Car,Price,Body,Mileage,Engine Info,Eng Type,Registration,Year,Model
Toyota,"15,300",crossover,130,2,Petrol,yes,2008,Rav 4
Toyota,"37,700",crossover,47,5.7,Gas,yes,2009,Sequoia
Toyota,"26,500",crossover,21,2,Petrol,yes,2013,Rav 4
Toyota,"14,700",sedan,131,3.5,Gas,yes,2007,Camry
Toyota,"23,000",other,211,4,Gas,yes,2007,Land Cruiser Prado
Toyota,"28,900",crossover,20,2.5,Petrol,yes,2013,Rav 4
Toyota,"15,500",crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado
Toyota,"39,000",crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200
Toyota,"28,999",sedan,86,3.5,Petrol,yes,2013,Camry
Toyota,"12,900",sedan,177,2.4,Gas,yes,2009,Camry
Toyota,"8,900",sedan,115,1.6,Petrol,yes,2008,Corolla
Toyota,"27,700",sedan,21,2.5,Petrol,yes,2015,Camry
Toyota,"9,100",sedan,151,1.6,Gas,yes,2007,Corolla
Toyota,"20,859",crossover,1,2,Petrol,yes,2016,Rav 4
Toyota,"32,000",sedan,22,2.5,Petrol,yes,2015,Camry
Toyota,"35,500",crossover,165,4,Gas,yes,2011,Land Cruiser Prado
Toyota,"11,700",sedan,131,2.4,Petrol,yes,2007,Camry
Toyota,"24,000",crossover,73,4,Petrol,yes,2008,Land Cruiser Prado
Toyota,"15,500",crossover,146,2.4,Gas,yes,2008,Rav 4
Toyota,"19,800",crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100
Toyota,"20,800",sedan,49,3.5,Petrol,yes,2011,Camry
Toyota,"18,400",crossover,160,4.7,Gas,yes,2003,Land Cruiser 100
Toyota,"8,300",sedan,140,3,Petrol,yes,2002,Camry
Toyota,"14,500",sedan,127,2.4,Gas,yes,2008,Camry
Toyota,"24,800",crossover,90,4,Petrol,yes,2008,FJ Cruiser
Toyota,"37,600",crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200
Toyota,"19,000",crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100
Toyota,"16,000",crossover,250,4.7,Gas,yes,2001,Land Cruiser 100
Toyota,"37,500",crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200
Toyota,"11,999",sedan,139,3.5,Petrol,yes,2008,Camry
Toyota,"10,700",sedan,57,1.3,Petrol,yes,2010,Corolla
Toyota,"33,716",crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado
Toyota,"19,500",crossover,150,4,Petrol,yes,2005,Land Cruiser Prado
Toyota,"10,500",sedan,185,1.6,Petrol,yes,2008,Corolla
Toyota,"11,800",sedan,189,2.4,Gas,yes,2007,Camry
Toyota,"16,800",crossover,165,2.7,Petrol,yes,2005,Land Cruiser Prado
Toyota,"21,950",crossover,141,2.7,Gas,yes,2010,Venza
Toyota,"24,999",crossover,153,4,Petrol,yes,2007,Land Cruiser Prado
Toyota,"13,300",other,131,2.4,Gas,yes,2008,Camry
Toyota,"12,200",sedan,185,3.5,Petrol,yes,2008,Camry
Toyota,"28,600",crossover,66,2.2,Diesel,yes,2013,Rav 4
Toyota,"13,250",sedan,96,2.4,Gas,yes,2008,Rav 4
Toyota,"8,700",sedan,131,1.6,Gas,yes,2007,Corolla
Toyota,"14,400",crossover,119,NA,Gas,yes,2008,Rav 4
Toyota,"12,800",sedan,145,2.4,Petrol,yes,2008,Camry
Toyota,"20,900",sedan,70,2.5,Petrol,yes,2012,Camry
Toyota,"14,800",crossover,150,NA,Gas,yes,2006,Land Cruiser Prado
Toyota,"23,300",crossover,40,2,Petrol,yes,2014,Rav 4
Toyota,"25,500",other,103,3.5,Petrol,yes,2010,Venza
Toyota,"10,100",sedan,142,2.4,Petrol,yes,2007,Camry
Toyota,"25,250",crossover,112,4.5,Gas,yes,2007,Land Cruiser 100
Toyota,"65,000",other,60,4.5,Diesel,yes,2013,Land Cruiser 200
Toyota,"33,333",vagon,73,4,Gas,yes,2009,FJ Cruiser
Toyota,"85,000",crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
Toyota,"14,700",sedan,141,3.5,Petrol,yes,2008,Camry
Toyota,"29,500",crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado
Toyota,"12,999",sedan,160,3.5,Gas,yes,2007,Avalon
Toyota,"17,000",sedan,95,2,Gas,yes,2011,Avensis
Toyota,"18,100",hatch,30,1.6,Petrol,yes,2013,Auris
Toyota,"24,900",sedan,30,2.5,Petrol,yes,2014,Camry
Toyota,"35,500",crossover,85,3,Diesel,yes,2012,Land Cruiser Prado
Toyota,"9,150",hatch,87,1.6,Petrol,yes,2008,Auris
Toyota,"21,500",crossover,89,2,Petrol,yes,2012,Rav 4
Toyota,"12,900",sedan,137,2.4,Petrol,yes,2008,Camry
Toyota,"18,999",crossover,153,2.7,Gas,yes,2006,Land Cruiser Prado
Toyota,"14,100",sedan,113,2.4,Gas,yes,2009,Camry
Toyota,"68,000",crossover,67,4.5,Diesel,yes,2012,Land Cruiser 200
Toyota,"8,800",sedan,300,2.4,Petrol,yes,2004,Camry
Toyota,"13,000",hatch,42,1.3,Petrol,yes,2013,Auris
Toyota,"28,900",crossover,83,3.5,Gas,yes,2012,Highlander
Toyota,"13,300",sedan,152,2,Petrol,yes,2009,Avensis
Toyota,"12,700",sedan,130,2.4,Petrol,yes,2008,Camry
Toyota,"13,400",sedan,125,2.4,Petrol,yes,2008,Camry
Toyota,"12,500",sedan,140,3.5,Gas,yes,2007,Camry
Toyota,"21,999",sedan,80,2.5,Other,yes,2012,Camry
Toyota,"27,800",sedan,157,3.5,Petrol,yes,2011,Camry
Toyota,"10,500",sedan,180,3.5,Petrol,yes,2007,Camry
Toyota,"30,900",sedan,15,2.5,Petrol,yes,2015,Camry
Toyota,"30,950",other,45,4.6,Petrol,yes,2013,Tundra
Toyota,"25,000",crossover,80,4,Gas,yes,2008,FJ Cruiser
Toyota,"14,500",other,82,2,Gas,yes,2007,Rav 4
Toyota,"12,800",sedan,123,3.5,Petrol,yes,2007,Camry
Toyota,"18,800",crossover,105,2,Gas,yes,2011,Rav 4
Toyota,"10,500",sedan,82,NA,Petrol,yes,2010,Corolla
Toyota,"28,900",crossover,83,NA,Petrol,yes,2012,Highlander
Toyota,"10,500",sedan,124,1.8,Petrol,yes,2008,Avensis
Toyota,"14,100",hatch,67,1.6,Petrol,yes,2012,Auris
Toyota,"13,300",sedan,158,2,Gas,yes,2009,Avensis
Toyota,"18,900",crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado
Toyota,"23,200",crossover,160,4,Petrol,yes,2008,Land Cruiser Prado
Toyota,"30,990",crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado
Toyota,"18,600",hatch,73,1.6,Petrol,yes,2013,Auris
Toyota,"17,900",crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado
Toyota,"16,200",crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado
Toyota,"64,000",crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200
Toyota,"24,500",crossover,260,4.7,Gas,yes,2003,Land Cruiser 100
Toyota,"25,800",sedan,58,2.5,Petrol,yes,2015,Camry
Toyota,"23,400",sedan,69,2.5,Gas,yes,2014,Camry
Toyota,"45,500",crossover,65,4,Gas,yes,2010,FJ Cruiser
Toyota,"28,500",sedan,16,2.5,Petrol,yes,2015,Camry
Toyota,"26,250",sedan,17,2.5,Petrol,yes,2015,Camry
Toyota,"24,000",sedan,51,2.5,Gas,yes,2014,Camry
Toyota,"12,300",sedan,135,2.4,Petrol,yes,2006,Camry
Toyota,"10,900",sedan,156,NA,Gas,yes,2005,Camry
Toyota,"27,400",crossover,52,3.5,Gas,yes,2012,Venza
Toyota,"25,500",sedan,58,2.5,Petrol,yes,2015,Camry
Toyota,"9,999",sedan,250,2.4,Petrol,yes,2003,Camry
Toyota,"15,600",sedan,165,3.5,Gas,yes,2008,Camry
Toyota,"20,999",sedan,77,2.5,Gas,yes,2012,Camry
Toyota,"22,800",other,55,2.5,Petrol,yes,2013,Camry
Toyota,"14,900",sedan,149,3.5,Gas,yes,2008,Camry
Toyota,"20,900",crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado
Toyota,"20,800",crossover,70,2.7,Petrol,yes,2008,Land Cruiser Prado
Toyota,"32,900",crossover,82,2.7,Petrol,yes,2013,Venza
Toyota,"25,000",crossover,115,5.7,Petrol,yes,2007,Tundra
Toyota,"22,999",crossover,152,4,Gas,yes,2008,Land Cruiser Prado
Toyota,"9,900",sedan,130,2.3,Gas,yes,2006,Camry
Toyota,"14,000",sedan,25,2.5,Petrol,yes,2014,Camry
Toyota,"13,000",crossover,149,2,Petrol,yes,2006,Rav 4
Toyota,"15,700",sedan,108,NA,Petrol,yes,2008,Camry
Toyota,"16,673",hatch,1,1.6,Petrol,yes,2016,Auris
Toyota,"15,000",crossover,184,2.7,Gas,yes,2005,Land Cruiser Prado
Toyota,"10,200",sedan,180,2.4,Petrol,yes,2003,Camry
Toyota,"13,500",crossover,131,2.4,Gas,yes,2006,Rav 4
Toyota,"8,650",sedan,132,1.6,Petrol,yes,2008,Corolla
Toyota,"13,999",sedan,198,2.4,Gas,yes,2009,Camry
Toyota,"8,900",hatch,140,1.6,Petrol,yes,2008,Auris
Toyota,"13,500",sedan,144,3.5,Gas,yes,2007,Camry
Toyota,"23,499",crossover,174,4,Gas,yes,2008,Land Cruiser Prado
Toyota,"11,999",sedan,147,2.4,Petrol,yes,2010,Camry
Toyota,"28,350",crossover,92,2.2,Diesel,yes,2013,Rav 4
Toyota,"13,699",crossover,160,2,Petrol,yes,2007,Rav 4
Toyota,"43,999",other,1,2.8,Diesel,yes,2016,Hilux
Toyota,"9,300",sedan,170,1.8,Gas,yes,2006,Avensis
Toyota,"12,900",hatch,37,1.4,Petrol,yes,2013,Auris
Toyota,"8,888",sedan,172,1.8,Gas,yes,2005,Avensis
Toyota,"14,900",sedan,106,2.4,Petrol,yes,2008,Camry
Toyota,"15,300",other,116,2.4,Petrol,yes,2009,Camry
Toyota,"13,800",other,160,3.5,Gas,yes,2006,Camry
Toyota,"24,000",crossover,152,4,Gas,yes,2006,Land Cruiser Prado
Toyota,"7,900",sedan,170,3,Petrol,yes,2004,Camry
Toyota,"21,000",crossover,74,2,Petrol,yes,2011,Rav 4
Toyota,"21,999",crossover,69,3.5,Petrol,yes,2008,Highlander
Toyota,"9,500",other,90,1.6,Other,yes,2008,Corolla
Toyota,"12,450",sedan,162,3.5,Gas,yes,2007,Camry
Toyota,"22,900",sedan,60,2.5,Petrol,yes,2012,Camry
Toyota,"31,000",crossover,86,2.2,Diesel,yes,2014,Rav 4
Toyota,"8,800",crossover,205,2,Petrol,yes,2002,Rav 4
Toyota,"8,800",sedan,165,1.8,Petrol,yes,2007,Avensis
Toyota,"8,600",sedan,126,1.6,Petrol,yes,2008,Corolla
Toyota,"14,900",other,175,3.5,Gas,yes,2008,Camry
Toyota,"41,900",crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200
Toyota,"12,500",sedan,110,2.4,Gas,yes,2007,Camry
Toyota,"52,500",crossover,43,3,Other,yes,2014,Land Cruiser Prado
Toyota,"12,900",sedan,129,1.8,Petrol,yes,2009,Avensis
Toyota,"44,700",crossover,120,3.5,Petrol,yes,2013,Venza
Toyota,"18,200",crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado
Toyota,"42,500",crossover,50,3,Diesel,yes,2012,Land Cruiser Prado
Toyota,"17,800",crossover,220,3,Diesel,yes,2004,Land Cruiser Prado
Toyota,"14,900",sedan,110,3.5,Petrol,yes,2008,Camry
Toyota,"32,950",other,50,5.7,Petrol,yes,2013,Tundra
Toyota,"89,000",crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200
Toyota,"8,500",sedan,168,1.6,Petrol,yes,2008,Corolla
Toyota,"45,000",crossover,80,4,Petrol,yes,2013,Land Cruiser Prado
Toyota,"20,100",crossover,48,2,Petrol,yes,2012,Rav 4
Toyota,"30,000",crossover,85,2.7,Gas,yes,2010,Land Cruiser Prado
Toyota,"17,835",crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado
Toyota,"11,708",hatch,1,1,Petrol,yes,2016,Yaris
Toyota,"8,200",crossover,212,2,Gas,yes,2003,Rav 4
Toyota,"9,999",sedan,225,3,Gas,yes,2004,Camry
Toyota,"39,900",crossover,94,4,Gas,yes,2010,Land Cruiser Prado
Toyota,"28,000",crossover,95,3.5,Gas,yes,2011,Highlander
Toyota,"18,900",crossover,90,2,Petrol,yes,2010,Rav 4
Toyota,"14,500",sedan,147,2.4,Gas,yes,2006,Camry
Toyota,"22,700",crossover,128,4,Gas,yes,2007,Land Cruiser Prado
Toyota,"8,000",sedan,176,3,Petrol,yes,2002,Camry
Toyota,"10,500",hatch,17,1,Petrol,yes,2016,Yaris
Toyota,"8,100",hatch,91,1.6,Petrol,yes,2007,Auris
Toyota,"28,500",crossover,38,2.2,Diesel,yes,2015,Rav 4
Toyota,"10,700",sedan,109,1.8,Petrol,yes,2007,Avensis
Toyota,"9,800",sedan,65,1.6,Petrol,yes,2009,Auris
Toyota,"10,200",sedan,185,1.8,Petrol,yes,2007,Avensis
Toyota,"8,700",hatch,140,NA,Petrol,yes,2008,Auris
Toyota,"47,500",crossover,45,3,Diesel,yes,2014,Land Cruiser Prado
Toyota,"21,200",crossover,135,4,Gas,yes,2007,Land Cruiser Prado
Toyota,"17,595",sedan,131,2,Petrol,yes,2011,Avensis
Toyota,"14,300",hatch,60,1.6,Petrol,yes,2013,Auris
Toyota,"8,200",hatch,82,1.3,Petrol,yes,2006,Yaris
Toyota,"17,200",sedan,50,1.6,Petrol,yes,2013,Corolla
Toyota,"8,000",hatch,115,1.6,Petrol,yes,2007,Corolla
Toyota,"7,500",hatch,135,1,Petrol,yes,2008,Yaris
Toyota,"10,300",sedan,108,1.6,Petrol,yes,2008,Corolla
Toyota,"14,850",hatch,51,1.6,Petrol,yes,2013,Auris
Toyota,"20,500",crossover,225,4.7,Gas,yes,2003,Land Cruiser 100
Toyota,"9,700",sedan,130,NA,Petrol,yes,2008,Corolla
Toyota,"13,500",sedan,158,2.4,Gas,yes,2008,Camry
Toyota,"10,400",sedan,87,1.6,Petrol,yes,2008,Corolla
Toyota,"9,950",sedan,106,1.6,Gas,yes,2008,Corolla
Toyota,"14,299",sedan,83,2,Petrol,yes,2009,Avensis
Toyota,"10,600",crossover,185,2,Gas,yes,2005,Rav 4
Toyota,"9,200",sedan,115,1.6,Gas,yes,2008,Corolla
Toyota,"18,800",sedan,47,2.4,Petrol,yes,2009,Camry
Toyota,"6,500",sedan,248,2,Petrol,yes,2001,Avensis
Toyota,"28,500",crossover,97,3.5,Petrol,yes,2012,Highlander
Toyota,"6,900",hatch,92,1.3,Petrol,yes,2006,Yaris
Toyota,"7,500",hatch,74,1.3,Petrol,yes,2008,Yaris
Toyota,"51,500",crossover,70,3,Diesel,yes,2015,Land Cruiser Prado
Toyota,"88,000",crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200
Toyota,"11,550",sedan,95,2.4,Petrol,yes,2007,Camry
Toyota,"20,500",sedan,105,2.5,Petrol,yes,2013,Camry
Toyota,"19,400",crossover,88,2,Petrol,yes,2011,Rav 4
Toyota,"13,200",sedan,38,1.33,Petrol,yes,2014,Corolla
Toyota,"23,700",sedan,100,2.5,Gas,yes,2014,Camry
Toyota,"14,000",sedan,1,1.8,Petrol,yes,2008,Avensis
Toyota,"21,900",crossover,110,4,Gas,yes,2006,FJ Cruiser
Toyota,"9,300",sedan,107,1.8,Gas,yes,2007,Avensis
Toyota,"12,800",sedan,181,2.4,Petrol,yes,2008,Camry
Toyota,"9,500",sedan,125,1.6,Petrol,yes,2009,Corolla
Toyota,"11,300",sedan,260,3.5,Gas,yes,2007,Camry
Toyota,"29,900",crossover,117,3,Diesel,yes,2008,Land Cruiser Prado
Toyota,"42,900",crossover,51,3,Diesel,yes,2013,Land Cruiser Prado
Toyota,"61,990",crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200
Toyota,"20,900",crossover,180,4.7,Gas,yes,2004,Land Cruiser 100
Toyota,"9,800",sedan,123,NA,Petrol,yes,2008,Corolla
Toyota,"15,400",sedan,152,3.5,Gas,yes,2007,Avalon
Toyota,"14,700",vagon,98,2,Gas,yes,2008,Rav 4
Toyota,"15,500",crossover,130,2,Petrol,yes,2008,Rav 4
Toyota,"8,900",sedan,154,1.6,Gas,yes,2008,Corolla
Toyota,"6,950",sedan,192,2,Petrol,yes,2003,Avensis
Toyota,"11,600",hatch,24,1.6,Petrol,yes,2009,Auris
Toyota,"22,900",crossover,132,2.7,Gas,yes,2012,Venza
Toyota,"21,800",crossover,170,4,Gas,yes,2006,Land Cruiser Prado
Toyota,"23,500",sedan,75,2.5,Gas,yes,2011,Camry
Toyota,"14,400",sedan,80,2.4,Petrol,yes,2008,Camry
Toyota,"13,500",crossover,126,4,Petrol,no,2011,Land Cruiser Prado
Toyota,"97,500",crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200
Toyota,"15,500",crossover,120,2,Petrol,yes,2008,Rav 4
Toyota,"13,500",sedan,100,2.4,Petrol,yes,2007,Camry
Toyota,"38,500",crossover,20,5.7,Gas,yes,2014,Tundra
Toyota,"15,500",sedan,140,2.4,Gas,yes,2007,Camry
Toyota,"15,700",sedan,125,3.5,Petrol,yes,2008,Camry
Toyota,"17,950",sedan,87,2.4,Petrol,yes,2010,Camry
Toyota,"23,300",crossover,93,2.7,Other,yes,2011,Venza
Toyota,"14,250",van,127,3.5,Other,yes,2007,Sienna
Toyota,"12,500",sedan,175,2.4,Petrol,yes,2007,Camry
Toyota,"7,500",vagon,196,1.59,Petrol,yes,2003,Corolla Verso
Toyota,"11,000",sedan,156,1.8,Petrol,yes,2008,Avensis
Toyota,"11,500",sedan,110,1.6,Petrol,yes,2011,Corolla
Toyota,"24,000",crossover,132,4,Petrol,yes,2008,Land Cruiser Prado
Toyota,"20,900",sedan,18,2.5,Other,yes,2013,Camry
Toyota,"24,000",sedan,60,2.5,Gas,yes,2014,Camry
Toyota,"15,200",crossover,208,2,Petrol,yes,2006,Rav 4
Toyota,"22,000",sedan,73,3.5,Petrol,yes,2010,Camry
Toyota,"20,500",crossover,139,4,Gas,yes,2005,Land Cruiser Prado
Toyota,"23,600",sedan,105,2.5,Gas,yes,2012,Camry
Toyota,"16,900",hatch,20,1.6,Petrol,yes,2014,Auris
Toyota,"13,900",hatch,79,1.6,Gas,yes,2012,Auris
Toyota,"9,800",hatch,98,1.6,Gas,yes,2008,Auris
Toyota,"10,800",sedan,179,3,Gas,yes,2005,Camry
Toyota,"16,800",crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado
Toyota,"8,900",sedan,87,1.6,Petrol,yes,2008,Corolla
Toyota,"13,100",sedan,200,3.5,Gas,yes,2006,Camry
Toyota,"8,200",vagon,204,1.4,Diesel,yes,2005,Corolla
Toyota,"10,200",sedan,122,7.2,Petrol,yes,2011,Corolla
Toyota,"23,000",crossover,233,4,Gas,yes,2006,Land Cruiser Prado
Toyota,"25,555",crossover,128,4.7,Gas,yes,2004,Land Cruiser 100
Toyota,"27,500",crossover,85,4,Petrol,yes,2007,Land Cruiser Prado
Toyota,"16,800",crossover,238,4,Gas,yes,2004,Land Cruiser Prado
Toyota,"18,800",vagon,89,1.8,Petrol,yes,2012,Avensis
Toyota,"9,800",sedan,178,1.8,Petrol,yes,2007,Avensis
Toyota,"10,100",other,83,1.6,Other,yes,2008,Corolla
Toyota,"9,200",sedan,250,2.4,Gas,yes,2003,Camry
Toyota,"11,500",van,161,2.5,Diesel,yes,2002,Hiace пасс.
Toyota,"25,200",crossover,128,4,Gas,yes,2007,Land Cruiser Prado
Toyota,"11,950",hatch,120,1.4,Petrol,yes,2013,Auris
Toyota,"12,800",sedan,203,NA,Petrol,yes,2005,Camry
Toyota,"12,500",hatch,75,1.4,Diesel,yes,2012,Yaris
Toyota,"14,699",sedan,155,NA,Petrol,yes,2006,Camry
Toyota,"8,400",sedan,195,2.4,Gas,yes,2004,Camry
Toyota,"26,900",crossover,115,4,Gas,yes,2008,Land Cruiser Prado
Toyota,"7,500",sedan,185,3,Gas,yes,2004,Camry
Toyota,"28,500",crossover,107,3.5,Gas,yes,2011,Highlander
Toyota,"29,000",crossover,120,4,Gas,yes,2008,Land Cruiser Prado
Toyota,"8,300",sedan,168,2,Petrol,yes,2004,Avensis
Toyota,"22,000",crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado
Toyota,"20,000",crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105
Toyota,"13,850",hatch,24,1.6,Other,yes,2010,Auris
Toyota,"7,000",other,220,1.8,Petrol,yes,2001,Celica
Toyota,"7,500",hatch,98,1.3,Other,yes,2006,Yaris
Toyota,"36,000",crossover,66,3,Diesel,yes,2010,Land Cruiser Prado
Toyota,"34,000",crossover,44,3.5,Petrol,yes,2012,Highlander
Toyota,"18,950",sedan,45,1.8,Petrol,yes,2014,Avensis
Toyota,"36,800",crossover,77,3,Diesel,yes,2012,Land Cruiser Prado
Toyota,"29,500",crossover,63,4,Petrol,yes,2008,FJ Cruiser
Toyota,"8,500",hatch,93,1.6,Petrol,yes,2007,Auris
Toyota,"46,500",other,4,3,Diesel,yes,2016,Hilux
Toyota,"9,300",sedan,185,1.6,Gas,yes,2008,Corolla
Toyota,"26,500",crossover,102,2.5,Diesel,yes,2013,Hilux
Toyota,"22,900",sedan,84,2.5,Petrol,yes,2012,Camry
Toyota,"48,000",crossover,59,3,Diesel,yes,2014,Land Cruiser Prado
Toyota,"39,900",crossover,11,4,Petrol,yes,2013,Tacoma
Toyota,"30,500",sedan,7,2.5,Gas,yes,2015,Camry
Toyota,"33,950",other,65,5.7,Petrol,yes,2013,Tundra
Toyota,"36,700",crossover,43,3,Diesel,yes,2012,Land Cruiser Prado
Toyota,"8,950",hatch,118,1.6,Petrol,yes,2008,Auris
Toyota,"11,700",sedan,145,2.4,Petrol,yes,2007,Camry
Toyota,"21,600",sedan,66,2.5,Petrol,yes,2011,Camry
Toyota,"13,900",sedan,102,3.5,Gas,yes,2008,Camry
Toyota,"13,500",sedan,139,2.4,Gas,yes,2008,Camry
Toyota,"18,700",crossover,250,4.7,Gas,yes,2004,Land Cruiser 100
Toyota,"22,500",sedan,12,2.5,Petrol,yes,2014,Camry
Toyota,"17,700",sedan,30,1.6,Petrol,yes,2014,Corolla
Toyota,"7,900",hatch,56,1,Gas,yes,2011,Aygo
Toyota,"30,600",crossover,39,2.2,Diesel,yes,2014,Rav 4
Toyota,"36,500",crossover,2,3,Diesel,yes,2014,Hilux
Toyota,"12,400",sedan,135,3.5,Gas,yes,2007,Camry
Toyota,"5,900",crossover,180,3,Diesel,no,2003,Land Cruiser Prado
Toyota,"1,35,000",crossover,1,4.5,Diesel,yes,2011,Land Cruiser 200
Toyota,"28,700",crossover,92,3.5,Gas,yes,2012,Highlander
Toyota,"16,000",sedan,89,1.8,Other,yes,2011,Avensis
Toyota,"9,500",hatch,103,1.6,Petrol,yes,2008,Auris
Toyota,"35,999",crossover,102,4,Petrol,yes,2011,Land Cruiser Prado
Toyota,"12,750",hatch,164,1.4,Diesel,yes,2012,Auris
Toyota,"11,990",sedan,129,2.4,Petrol,yes,2007,Camry
Toyota,"21,800",crossover,63,2,Petrol,yes,2013,Rav 4
Toyota,"13,500",crossover,150,4.7,Gas,yes,2002,Land Cruiser 100
Toyota,"12,000",sedan,133,2.4,Gas,yes,2008,Camry
Toyota,"15,500",sedan,129,3.5,Other,yes,2008,Camry
Toyota,"17,200",crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200
Toyota,"14,900",hatch,100,1.8,Other,yes,2010,Prius
Toyota,"6,900",hatch,109,1.3,Gas,yes,2007,Yaris
Toyota,"9,950",sedan,142,1.8,Petrol,yes,2008,Avensis
Toyota,"8,700",hatch,38,1.6,Petrol,yes,2008,Auris
Toyota,"19,900",sedan,28,1.6,Petrol,yes,2014,Corolla
Toyota,"4,650",hatch,170,1,Petrol,yes,2002,Yaris
Toyota,"9,003",sedan,43,1.3,Petrol,yes,2014,Corolla
Toyota,"12,900",sedan,134,2.4,Gas,yes,2007,Camry
Toyota,"14,700",hatch,98,1.6,Gas,yes,2013,Auris
Toyota,"26,200",crossover,156,4,Gas,yes,2007,Land Cruiser Prado
Toyota,"19,200",crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado
Toyota,"27,800",crossover,98,2.2,Diesel,yes,2013,Rav 4
Toyota,"26,200",other,73,2.5,Diesel,yes,2012,Hilux
Toyota,"17,500",hatch,45,1.6,Petrol,yes,2014,Auris
Toyota,"8,900",crossover,153,2,Petrol,yes,2003,Rav 4
Toyota,"19,800",crossover,44,2,Petrol,yes,2013,Rav 4
Toyota,"35,900",crossover,84,3,Diesel,yes,2013,Land Cruiser Prado
Toyota,"28,900",crossover,120,3.5,Petrol,yes,2011,Highlander
Toyota,"35,555",crossover,40,3.5,Petrol,yes,2013,Highlander
Toyota,"9,000",crossover,180,1.8,Gas,yes,2003,Matrix
Toyota,"26,900",crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado
Toyota,"17,300",other,135,3.5,Gas,yes,2009,Camry
Toyota,"18,999",crossover,95,2,Petrol,yes,2011,Rav 4
Toyota,"18,990",crossover,95,2,Petrol,yes,2011,Rav 4
Toyota,"8,900",other,180,2,Petrol,yes,2003,Rav 4
Toyota,"12,500",crossover,201,2,Petrol,yes,2006,Rav 4
Toyota,"8,420",other,150,2.7,Gas,yes,2005,Tacoma
Toyota,"11,700",crossover,126,2.4,Gas,yes,2008,Rav 4
Toyota,"11,800",sedan,90,1.8,Petrol,yes,2008,Avensis
Toyota,"39,500",other,1,2.8,Diesel,yes,2016,Hilux
Toyota,"17,777",other,120,2.7,Gas,yes,2006,Land Cruiser Prado
Toyota,"39,500",other,100,4.5,Diesel,yes,2008,Land Cruiser 200
Toyota,"21,999",other,65,2.5,Petrol,yes,2012,Camry
Toyota,"63,333",other,33,4.5,Diesel,yes,2013,Land Cruiser 200
Toyota,"25,999",other,108,4,Petrol,yes,2008,Land Cruiser Prado
Toyota,"16,500",other,130,2.7,Gas,yes,2004,Land Cruiser Prado
Toyota,"8,500",hatch,55,1,Petrol,yes,2011,Aygo
Toyota,"27,000",other,105,2.5,Diesel,yes,2013,Hilux
Toyota,"47,700",crossover,810,4.7,Gas,yes,2010,Land Cruiser 200
Toyota,"22,900",crossover,34,2,Petrol,yes,2012,Rav 4
Toyota,"76,500",crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200
Toyota,"15,700",crossover,195,4,Gas,yes,2003,Land Cruiser Prado
Toyota,"54,000",crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200
Toyota,"29,900",crossover,144,4,Gas,yes,2008,Land Cruiser 200
Toyota,"27,000",other,192,3,Diesel,yes,2007,Hilux
Toyota,"23,500",sedan,80,2.5,Gas,yes,2014,Camry
Toyota,"10,500",van,200,2.7,Gas,yes,2005,Tacoma
Toyota,"26,900",crossover,119,4,Gas,yes,2008,Land Cruiser Prado
Toyota,"45,500",crossover,45,3.5,Petrol,yes,2015,Highlander
Toyota,"18,300",hatch,30,1.6,Petrol,yes,2014,Auris
Toyota,"28,800",crossover,29,2.2,Diesel,yes,2015,Rav 4
Toyota,"13,300",crossover,140,2.4,Petrol,yes,2007,Rav 4
Toyota,"5,050",hatch,138,1,Petrol,yes,2001,Yaris
Toyota,"42,000",crossover,97,4,Petrol,yes,2010,4Runner
Toyota,"38,300",crossover,130,5.7,Gas,yes,2009,Land Cruiser 200
Toyota,"5,750",hatch,160,1,Petrol,yes,2006,Yaris
Toyota,"8,300",hatch,136,1.6,Petrol,yes,2007,Corolla
