Car,Price,Body,Mileage,Engine Info,Eng Type,Registration,Year,Model
Aston Martin,"65,000",other,37,6,Petrol,yes,2006,DB9
Aston Martin,"1,25,000",sedan,18,6,Petrol,yes,2012,Rapide
Aston Martin,"1,25,000",sedan,12,6,Petrol,yes,2011,Rapide
Audi,"37,000",sedan,37,2.8,Petrol,yes,2012,A6
Audi,"3,850",vagon,215,2.5,Diesel,no,2002,A6
Audi,"35,900",crossover,143,3,Diesel,yes,2010,Q7
Audi,"36,000",crossover,145,3,Petrol,yes,2010,Q7
Audi,"18,500",crossover,185,3.6,Petrol,yes,2008,Q7
Audi,"34,000",crossover,118,2,Diesel,yes,2013,Q5
Audi,"4,600",vagon,242,99.99,Diesel,no,2004,A6
Audi,"24,996",sedan,98,3.2,Petrol,yes,2009,A5
Audi,"39,000",sedan,18,1.8,Other,yes,2015,A5
Audi,"25,500",sedan,140,2.8,Petrol,yes,2012,A6
Audi,"2,200",sedan,250,NA,Diesel,no,2001,A6
Audi,"2,300",vagon,250,2.5,Diesel,no,2001,A6
Audi,"2,350",vagon,250,NA,Diesel,no,2001,A6
Audi,"3,700",vagon,273,2.5,Diesel,no,2003,A6
Audi,"37,800",other,126,3,Diesel,yes,2010,Q7
Audi,"46,000",sedan,170,4.2,Diesel,yes,2011,A8
Audi,"24,900",sedan,163,4.2,Diesel,yes,2008,A8
Audi,"3,600",sedan,374,2.5,Diesel,no,2001,A8
Audi,"23,800",crossover,205,4.2,Gas,yes,2007,Q7
Audi,"16,000",sedan,250,2,Diesel,yes,2008,A6
Audi,"29,603",sedan,1,1.4,Petrol,yes,2016,A4
Audi,"20,500",sedan,155,3,Petrol,yes,2010,A6
Audi,"2,650",vagon,270,2.5,Diesel,no,2001,A6
Audi,"55,000",crossover,65,2.99,Diesel,yes,2013,A6 Allroad
Audi,"16,999",vagon,140,4.2,Petrol,yes,2007,A6 Allroad
Audi,"7,750",sedan,259,3,Diesel,no,2005,A6
Audi,"25,500",vagon,181,3,Petrol,yes,2009,A6 Allroad
Audi,"72,000",sedan,55,6.3,Petrol,yes,2012,A8
Audi,"36,100",sedan,75,3,Diesel,yes,2011,A7
Audi,"17,700",other,70,2,Petrol,yes,2009,TT
Audi,"9,999",sedan,190,2.5,Diesel,yes,2003,A6
Audi,"8,800",sedan,205,1.8,Petrol,yes,2003,A4
Audi,"31,700",sedan,32,1.8,Petrol,yes,2014,A4
Audi,"29,000",vagon,213,3,Diesel,yes,2010,A6 Allroad
Audi,"73,500",sedan,53,6.3,Petrol,yes,2013,A8
Audi,"55,000",hatch,24,2.8,Other,yes,2014,A7
Audi,"68,500",sedan,44,6.3,Petrol,yes,2012,A8
Audi,"42,700",crossover,75,3,Diesel,yes,2013,Q7
Audi,"44,800",crossover,100,3,Diesel,yes,2014,Q7
Audi,"33,300",crossover,71,2,Petrol,yes,2011,Q5
Audi,"13,900",sedan,150,NA,Petrol,yes,2006,A8
Audi,"8,500",sedan,247,2.5,Diesel,yes,2001,A6
Audi,"11,950",sedan,190,3,Petrol,yes,2006,A6
Audi,"51,500",crossover,27,3,Diesel,yes,2013,Q7
Audi,"33,500",sedan,42,2,Petrol,yes,2013,A5
Audi,"36,500",crossover,115,3,Diesel,yes,2010,Q7
Audi,"35,500",crossover,130,3,Diesel,yes,2010,Q7
Audi,"9,800",vagon,257,2.5,Diesel,yes,2003,A6
Audi,"9,600",vagon,230,2.5,Diesel,yes,2004,A6
Audi,"19,300",sedan,113,1.8,Petrol,yes,2009,A4
Audi,"9,900",vagon,284,2.5,Diesel,yes,2004,A6
Audi,"49,700",crossover,80,3,Diesel,yes,2013,Q7
Audi,"7,000",vagon,210,3,Diesel,no,2006,A6
Audi,"18,300",vagon,190,2,Diesel,yes,2011,A6
Audi,"27,500",sedan,150,2,Petrol,yes,2013,A6
Audi,"26,000",sedan,105,2,Petrol,yes,2012,A6
Audi,"9,800",vagon,253,1.9,Diesel,yes,2002,A6
Audi,"44,800",crossover,95,3,Diesel,yes,2014,Q7
Audi,"22,800",sedan,184,2.7,Diesel,yes,2010,A6
Audi,"3,500",sedan,200,2.5,Diesel,no,2001,A8
Audi,"4,999",sedan,231,1.9,Diesel,no,2002,A6
Audi,"3,900",vagon,232,2.5,Diesel,no,2003,A6
Audi,"23,500",crossover,116,4.2,Petrol,yes,2008,Q7
Audi,"51,000",crossover,44,3,Diesel,yes,2014,Q7
Audi,"9,000",sedan,158,2,Gas,yes,2003,A4
Audi,"13,900",other,197,2,Diesel,yes,2006,A6
Audi,"30,650",vagon,35,2,Petrol,yes,2013,A4 Allroad
Audi,"17,500",sedan,94,1.8,Petrol,yes,2008,A4
Audi,"21,800",vagon,172,2,Diesel,yes,2011,A4
Audi,"7,500",vagon,240,2,Petrol,yes,2002,A4
Audi,"30,999",sedan,108,2,Diesel,yes,2013,A6
Audi,"90,999",sedan,4,3,Diesel,yes,2015,A8
Audi,"85,555",sedan,40,3,Diesel,yes,2015,A8
Audi,"2,500",vagon,300,2.5,Diesel,no,2002,A6
Audi,"5,300",other,182,2.5,Diesel,no,2002,A4
Audi,"39,999",crossover,45,2,Diesel,yes,2014,Q5
Audi,"43,000",other,11,1.8,Petrol,yes,2015,A6
Audi,"18,500",sedan,137,NA,Petrol,yes,2009,A6
Audi,"4,500",vagon,206,2.5,Diesel,no,2003,A6
Audi,"27,000",other,222,NA,Diesel,yes,2007,Q7
Audi,"52,999",crossover,112,4.2,Diesel,yes,2008,Q7
Audi,"49,500",crossover,44,3,Diesel,yes,2013,Q7
Audi,"48,000",crossover,75,3,Diesel,yes,2013,Q7
Audi,"48,000",crossover,126,3,Diesel,yes,2013,Q7
Audi,"36,000",vagon,40,3,Diesel,yes,2010,Q7
Audi,"23,000",crossover,180,3.6,Gas,yes,2007,Q7
Audi,"21,000",hatch,34,1.4,Petrol,yes,2013,A3
Audi,"15,000",vagon,154,2,Diesel,yes,2008,A6
Audi,"19,700",crossover,172,3.6,Petrol,yes,2007,Q7
Audi,"22,500",vagon,175,2,Gas,yes,2010,A4 Allroad
Audi,"22,500",sedan,159,5.2,Petrol,yes,2008,S8
Audi,"22,000",crossover,152,4.2,Petrol,yes,2007,Q7
Audi,"14,200",vagon,200,2.7,Diesel,yes,2006,A6
Audi,"31,500",sedan,140,2,Diesel,yes,2012,A6
Audi,"12,600",sedan,294,3,Gas,yes,2004,A8
Audi,"14,900",crossover,183,3.6,Petrol,no,2007,Q7
Audi,"55,000",crossover,100,6,Diesel,yes,2009,Q7
Audi,"41,000",crossover,88,4.2,Diesel,yes,2010,Q7
Audi,"4,000",vagon,300,2.5,Diesel,no,2001,A6
Audi,"37,000",other,170,3,Diesel,yes,2010,Q7
Audi,"23,000",crossover,240,4.2,Petrol,yes,2007,Q7
Audi,"2,600",vagon,110,2.5,Diesel,no,2002,A6
Audi,"19,990",sedan,127,2.8,Petrol,yes,2010,A6
Audi,"16,400",vagon,152,2,Diesel,yes,2011,A4
Audi,"16,500",vagon,171,2,Diesel,yes,2008,A6
Audi,"21,700",sedan,167,3,Petrol,yes,2009,A6
Audi,"2,200",vagon,280,2.5,Diesel,no,2002,A6 Allroad
Audi,"24,500",sedan,122,4,Diesel,yes,2008,A8
Audi,"15,000",sedan,38,NA,Diesel,no,2015,A5
Audi,"32,300",hatch,54,2.8,Petrol,yes,2011,A6
Audi,"18,500",sedan,245,3,Diesel,yes,2006,A8
Audi,"22,800",sedan,122,2,Petrol,yes,2011,A6
Audi,"12,200",sedan,130,2.4,Petrol,yes,2006,A6
Audi,"64,400",other,41,NA,Other,yes,2014,A8
Audi,"10,000",sedan,206,2.5,Diesel,yes,2003,A6
Audi,"8,000",vagon,200,2.7,Diesel,yes,2006,A6
Audi,"12,500",sedan,165,2.4,Petrol,yes,2006,A6
Audi,"16,000",sedan,180,3,Diesel,yes,2006,A6
Audi,"4,000",vagon,234,2.5,Diesel,no,2001,A6
Audi,"25,000",crossover,112,3.2,Petrol,yes,2010,Q5
Audi,"27,500",crossover,147,3,Diesel,yes,2008,Q7
Audi,"28,950",crossover,60,2,Petrol,yes,2012,Q5
Audi,"21,900",crossover,183,4.2,Petrol,yes,2007,Q7
Audi,"25,300",hatch,180,2,Diesel,yes,2011,A5
Audi,"30,900",hatch,195,3,Diesel,yes,2010,A5
Audi,"16,999",hatch,69,1.4,Petrol,yes,2012,A1
Audi,"8,500",sedan,253,2.5,Diesel,yes,2001,A6
Audi,"4,150",vagon,249,2.5,Diesel,no,2004,A6
Audi,"3,650",sedan,270,1.9,Diesel,yes,2002,A6
Audi,"15,500",sedan,210,2,Diesel,yes,2008,A4
Audi,"15,499",sedan,177,2,Diesel,yes,2007,A6
Audi,"5,700",vagon,250,2,Diesel,no,2006,A4
Audi,"10,200",sedan,120,2,Petrol,yes,2006,A4
Audi,"30,900",crossover,27,2,Petrol,yes,2011,Q5
Audi,"12,500",sedan,146,1.8,Petrol,yes,2007,A4
Audi,"13,000",sedan,157,3,Petrol,yes,2006,A6
Audi,"24,300",sedan,43,1.8,Petrol,yes,2012,A4
Audi,"9,999",vagon,198,2.7,Petrol,yes,2003,A6 Allroad
Audi,"23,500",other,83,2,Petrol,yes,2009,A5
Audi,"23,400",sedan,112,2,Diesel,yes,2012,A4
Audi,"3,700",vagon,290,1.9,Diesel,no,2002,A4
Audi,"27,500",sedan,74,2,Diesel,yes,2011,A5
Audi,"21,900",other,114,3.2,Petrol,yes,2009,A5
Audi,"15,500",vagon,180,2,Diesel,yes,2007,A6
Audi,"23,400",crossover,105,4.2,Gas,yes,2007,Q7
Audi,"22,500",sedan,124,3,Diesel,yes,2008,A8
Audi,"4,799",vagon,260,2.5,Diesel,no,2002,A6 Allroad
Audi,"8,600",sedan,154,1.8,Petrol,yes,2001,A6
Audi,"28,500",sedan,74,1.8,Petrol,yes,2012,A4
Audi,"9,500",vagon,160,2.7,Gas,yes,2003,A6 Allroad
Audi,"3,050",vagon,250,2.5,Other,no,2001,A6
Audi,"43,000",crossover,1,2,Petrol,yes,2016,Q3
Audi,"34,500",sedan,71,2.8,Petrol,yes,2012,A6
Audi,"16,300",vagon,180,3.2,Petrol,yes,2006,A6 Allroad
Audi,"34,000",crossover,119,2,Diesel,yes,2013,Q5
Audi,"19,999",crossover,117,4.2,Petrol,yes,2007,Q7
Audi,"29,999",sedan,97,3,Petrol,yes,2011,S5
Audi,"48,000",crossover,90,3,Diesel,yes,2013,Q7
Audi,"2,600",sedan,160,2.5,Diesel,no,2002,A6
Audi,"25,900",sedan,104,2.8,Petrol,yes,2010,A6
Audi,"51,500",crossover,28,3,Diesel,yes,2014,Q7
Audi,"3,150",vagon,320,2.5,Diesel,no,2002,A6
Audi,"29,999",other,90,3,Petrol,yes,2011,A5
Audi,"42,900",crossover,140,3,Diesel,yes,2013,Q7
Audi,"32,000",sedan,103,2,Diesel,yes,2013,A6
Audi,"16,700",vagon,131,2,Diesel,yes,2009,A4
Audi,"11,115",hatch,150,1.6,Petrol,yes,2008,A3
Audi,"4,800",other,207,2,Petrol,yes,2002,A4
Audi,"3,200",vagon,244,2,Other,no,2006,A4
Audi,"52,000",other,124,3,Diesel,yes,2012,A8
Audi,"12,800",sedan,217,1.8,Petrol,yes,2007,A4
Audi,"16,500",sedan,136,3.2,Petrol,yes,2007,A6
Audi,"12,000",sedan,200,6,Petrol,yes,2004,A8
Audi,"17,800",sedan,177,4.2,Petrol,yes,2008,A8
Audi,"4,200",sedan,236,2.5,Diesel,no,2003,A6
Audi,"47,000",crossover,64,3,Diesel,yes,2013,Q7
Audi,"68,000",crossover,20,3,Petrol,yes,2014,Q5
Audi,"23,900",sedan,180,3,Diesel,yes,2009,A6
Audi,"33,500",crossover,67,2,Petrol,yes,2011,Q5
Audi,"3,000",vagon,270,1.9,Diesel,no,2001,A4
Audi,"28,500",crossover,74,2,Petrol,yes,2010,Q5
Audi,"11,800",vagon,278,2.5,Diesel,yes,2005,A6
Audi,"27,300",other,150,4.2,Petrol,yes,2007,Q7
Audi,"35,000",sedan,61,2.8,Petrol,yes,2012,A6
Audi,"19,500",crossover,175,3.6,Petrol,yes,2007,Q7
Audi,"13,000",other,161,1.8,Gas,yes,2001,TT
Audi,"3,390",sedan,289,2.5,Diesel,no,2002,A6
Audi,"3,550",sedan,215,2.5,Diesel,no,2001,A6
Audi,"18,700",sedan,136,2,Diesel,yes,2009,A6
Audi,"11,900",sedan,131,2,Petrol,yes,2007,A4
Audi,"10,900",sedan,225,2.4,Petrol,yes,2005,A6
Audi,"10,700",vagon,222,2.5,Diesel,yes,2005,A6
Audi,"38,500",vagon,75,2,Diesel,yes,2013,Q3
Audi,"10,500",vagon,198,4.2,Gas,yes,2005,A6 Allroad
Audi,"12,900",vagon,255,2.5,Diesel,yes,2005,A6 Allroad
Audi,"25,000",other,60,2,Petrol,yes,2011,A5
Audi,"22,500",sedan,99,2,Other,yes,2010,A5
Audi,"36,500",crossover,159,3,Diesel,yes,2010,Q7
Audi,"7,999",sedan,177,2.7,Gas,yes,2003,A6
Audi,"14,900",sedan,203,2.8,Petrol,yes,2008,A6
Audi,"23,500",crossover,119,4.2,Gas,yes,2007,Q7
Audi,"13,500",sedan,196,2.4,Petrol,yes,2005,A6
Audi,"9,500",vagon,165,2.7,Gas,yes,2003,A6 Allroad
Audi,"56,000",crossover,44,3,Diesel,yes,2014,Q7
Audi,"16,800",hatch,47,1.2,Petrol,yes,2013,A3
Audi,"15,000",hatch,66,1.2,Petrol,yes,2011,A1
Audi,"3,400",vagon,261,2.5,Diesel,no,2004,A6
Audi,"3,900",sedan,247,2.5,Diesel,no,2003,A6
Audi,"30,900",vagon,118,2,Petrol,yes,2013,A4 Allroad
Audi,"15,800",hatch,123,1.4,Petrol,yes,2010,A3
Audi,"7,900",sedan,274,1.8,Gas,yes,2003,A6
Audi,"10,000",sedan,131,1.8,Petrol,yes,2005,A4
Audi,"30,999",sedan,2,1.4,Petrol,yes,2016,A3
Audi,"30,500",sedan,110,3,Petrol,yes,2011,A6
Audi,"33,500",hatch,35,1.8,Petrol,yes,2014,A5
Audi,"11,500",sedan,85,1.8,Petrol,yes,2007,A4
Audi,"16,800",sedan,47,1.2,Petrol,yes,2013,A3
Audi,"21,500",vagon,165,2,Diesel,yes,2010,A6
Audi,"9,499",sedan,255,2.5,Diesel,yes,2002,A6
Audi,"17,500",vagon,144,2,Diesel,yes,2010,A4
Audi,"4,200",vagon,215,2.5,Diesel,no,2003,A6
Audi,"23,000",crossover,167,3.6,Petrol,yes,2008,Q7
Audi,"8,150",sedan,162,2,Petrol,yes,2004,A4
Audi,"23,000",other,115,1.8,Petrol,yes,2008,S4
Audi,"13,200",vagon,182,2.7,Gas,yes,2003,A6 Allroad
Audi,"35,000",sedan,92,2.8,Petrol,yes,2013,A6
Audi,"9,800",hatch,165,1.6,Gas,yes,2006,A3
Audi,"33,900",other,14,1.8,Petrol,yes,2014,TT
Audi,"14,200",sedan,176,3,Diesel,yes,2005,A6
Audi,"23,500",crossover,245,3,Diesel,yes,2007,Q7
Audi,"33,000",crossover,60,2,Petrol,yes,2011,Q5
Audi,"35,900",sedan,105,2,Diesel,yes,2014,A6
Audi,"18,400",vagon,151,2,Diesel,yes,2010,A4
Audi,"3,700",hatch,420,2,Diesel,no,2004,A3
Audi,"17,000",crossover,127,3,Diesel,no,2013,Q7
Audi,"30,500",vagon,152,3,Diesel,yes,2012,A6
Audi,"49,900",other,79,4.2,Petrol,yes,2007,R8
Audi,"53,700",crossover,67,3,Petrol,yes,2013,A6 Allroad
Audi,"15,000",sedan,168,NA,Other,yes,2007,A6
Audi,"14,300",sedan,175,3,Petrol,yes,2006,A6
Audi,"31,500",sedan,80,2,Petrol,yes,2013,A6
Audi,"69,999",crossover,21,3,Petrol,yes,2015,A6 Allroad
Audi,"21,000",sedan,210,4.2,Petrol,yes,2009,A8
Audi,"20,500",sedan,106,1.8,Petrol,yes,2011,A4
Audi,"44,000",hatch,1,1.4,Petrol,yes,2016,A5
Audi,"13,700",sedan,300,2,Diesel,yes,2005,A6
Audi,"27,300",other,65,2,Petrol,yes,2011,TT
Audi,"10,900",sedan,199,3,Petrol,yes,2004,A8
Audi,"9,700",sedan,249,2.5,Diesel,yes,2004,A6
Audi,"23,333",other,150,4.2,Petrol,yes,2007,Q7
Audi,"48,900",other,82,4.2,Petrol,yes,2007,R8
Audi,"39,999",crossover,45,2,Diesel,yes,2014,Q3
Audi,"6,200",sedan,200,1.8,Petrol,yes,2003,A4
Audi,"8,600",sedan,260,2.5,Diesel,yes,2002,A6
Audi,"39,900",other,12,1.8,Petrol,yes,2014,A5
Audi,"11,900",sedan,195,2.4,Gas,yes,2005,A6
Audi,"8,400",sedan,260,1.8,Gas,yes,2003,A4
Audi,"13,300",sedan,207,4.2,Petrol,yes,2004,A8
Audi,"31,999",sedan,107,3,Diesel,yes,2009,A8
Audi,"62,000",vagon,24,3,Diesel,yes,2015,A6 Allroad
Audi,"22,999",crossover,125,4.2,Petrol,yes,2008,Q7
Audi,"30,900",crossover,70,2,Petrol,yes,2012,Q3
Audi,"7,900",sedan,242,2,Petrol,yes,2002,A4
Audi,"8,999",vagon,200,2.7,Petrol,yes,2003,A6 Allroad
Audi,"12,999",vagon,225,2.5,Diesel,yes,2004,A6 Allroad
Audi,"8,200",other,326,2.5,Diesel,yes,2002,A6
Audi,"8,999",vagon,190,2.7,Gas,yes,2004,A6 Allroad
Audi,"20,900",crossover,185,4.2,Petrol,yes,2006,Q7
Audi,"19,999",vagon,160,2,Petrol,yes,2010,A4 Allroad
Audi,"10,500",vagon,243,2.5,Diesel,yes,2003,A6
Audi,"12,450",vagon,1,2,Diesel,yes,2008,A4
Audi,"15,900",hatch,160,1.4,Petrol,yes,2011,A3
Audi,"9,700",vagon,189,2.5,Diesel,yes,2003,A6
Audi,"14,500",hatch,60,1.2,Petrol,yes,2011,A1
Audi,"11,800",sedan,240,4.2,Gas,yes,2001,S8
Audi,"95,000",other,30,5.2,Petrol,yes,2010,R8
Audi,"14,300",other,80,4.2,Petrol,yes,2004,A8
Audi,"33,900",sedan,58,2,Petrol,yes,2014,A5
Audi,"98,000",other,12,5.2,Petrol,yes,2012,R8
Audi,"12,000",sedan,9,NA,Petrol,no,2015,A4
Audi,"18,800",crossover,197,4.2,Petrol,yes,2007,Q7
Audi,"13,333",other,178,2,Diesel,yes,2008,A6
Audi,"19,500",crossover,186,4.2,Petrol,yes,2006,Q7
Audi,"39,800",sedan,180,4.2,Other,yes,2012,A8
Audi,"29,800",crossover,151,3,Diesel,yes,2007,Q7
Audi,"11,400",crossover,250,2.5,Diesel,yes,2005,A6 Allroad
Audi,"3,800",vagon,190,2.5,Diesel,no,2002,A6
Audi,"8,000",sedan,234,4.2,Gas,no,2004,A8
Audi,"4,400",sedan,190,2.5,Diesel,no,2003,A6
Audi,"4,300",sedan,267,1.9,Diesel,no,2003,A6
Audi,"3,900",sedan,302,1.9,Diesel,no,2002,A6
Audi,"9,000",vagon,199,2.7,Petrol,yes,2003,A6 Allroad
Audi,"3,900",vagon,260,2.5,Diesel,no,2003,A6
Audi,"10,399",sedan,293,1.8,Gas,yes,2004,A4
Audi,"39,999",crossover,100,3,Diesel,yes,2011,Q7
Audi,"18,300",sedan,125,2,Diesel,yes,2009,A6
Audi,"9,999",sedan,190,3,Petrol,yes,2007,A6
Audi,"10,999",sedan,200,1.8,Petrol,yes,2006,A4
Audi,"3,100",hatch,114,1.6,Petrol,no,2001,A3
Audi,"11,300",sedan,202,2.7,Diesel,no,2008,A6
Audi,"7,600",vagon,226,3,Diesel,no,2006,A6
Audi,"3,400",vagon,223,2.5,Diesel,no,2001,A6
Bentley,"85,000",other,20,6,Petrol,yes,2008,Continental
Bentley,"55,555",other,45,6,Petrol,yes,2005,Continental
Bentley,"85,000",other,32,6,Petrol,yes,2009,Continental
Bentley,"1,17,000",sedan,830,6,Petrol,yes,2011,Flying Spur
Bentley,"55,000",sedan,100,6,Petrol,yes,2006,Continental
Bentley,"60,000",sedan,54,6,Petrol,yes,2009,Continental
Bentley,"53,500",sedan,108,6,Petrol,yes,2008,Continental
BMW,"19,999",sedan,290,4.8,Petrol,yes,2006,750
BMW,"1,29,222",sedan,2,5,Petrol,yes,2016,750
BMW,"73,900",sedan,57,4.4,Petrol,yes,2013,M5
BMW,"1,04,999",crossover,2,3,Diesel,yes,2016,X5
BMW,"66,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"23,900",crossover,235,3,Diesel,yes,2007,X5
BMW,"66,200",crossover,70,3,Diesel,yes,2014,X5
BMW,"39,333",sedan,6,2,Petrol,yes,2016,520
BMW,"63,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"59,900",crossover,30,2,Diesel,yes,2016,X5
BMW,"8,500",sedan,260,2.2,Gas,yes,2001,520
BMW,"21,000",sedan,186,3,Petrol,yes,2007,530
BMW,"3,900",vagon,240,3,Diesel,no,2001,530
BMW,"6,350",crossover,156,4.4,Gas,no,2002,X5
BMW,"25,500",other,163,4.8,Petrol,yes,2008,X5
BMW,"67,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"67,500",crossover,1,2.5,Diesel,yes,2016,X5
BMW,"37,200",other,115,3,Diesel,yes,2011,X5
BMW,"24,500",crossover,170,4.8,Gas,yes,2007,X5
BMW,"29,900",crossover,235,3,Diesel,yes,2009,X5
BMW,"66,900",crossover,70,3,Diesel,yes,2014,X5
BMW,"28,000",sedan,170,2,Diesel,yes,2011,520
BMW,"30,500",sedan,73,2,Petrol,yes,2013,520
BMW,"89,999",crossover,17,4.4,Petrol,yes,2015,X6 M
BMW,"34,600",crossover,163,5,Petrol,yes,2011,X5 M
BMW,"63,500",crossover,33,3,Petrol,yes,2015,X5
BMW,"26,900",crossover,170,3,Diesel,yes,2008,X5
BMW,"28,900",sedan,78,2,Petrol,yes,2012,528
BMW,"42,000",sedan,5,2,Petrol,yes,2016,520
BMW,"75,555",sedan,30,4.4,Petrol,yes,2014,550
BMW,"42,900",sedan,2,2,Petrol,yes,2016,520
BMW,"26,999",crossover,180,4.8,Gas,yes,2008,X5
BMW,"3,100",vagon,1,2,Diesel,no,2002,320
BMW,"13,700",crossover,270,4.6,Gas,yes,2004,X5
BMW,"2,900",vagon,236,2,Diesel,no,2001,320
BMW,"10,999",sedan,225,3,Diesel,yes,2003,530
BMW,"32,500",crossover,152,3,Diesel,yes,2008,X5
BMW,"15,000",other,205,NA,Petrol,yes,2004,530
BMW,"13,900",crossover,184,3,Gas,yes,2004,X5
BMW,"11,400",sedan,206,3,Petrol,yes,2003,530
BMW,"13,500",sedan,233,3,Diesel,yes,2003,530
BMW,"21,500",other,72,3,Petrol,yes,2007,Z4
BMW,"17,900",other,98,3,Petrol,yes,2007,Z4
BMW,"39,600",crossover,98,3,Petrol,yes,2011,X6
BMW,"30,500",sedan,630,NA,Petrol,yes,2010,523
BMW,"29,500",sedan,850,NA,Petrol,yes,2011,523
BMW,"33,000",sedan,147,3,Diesel,yes,2009,730
BMW,"49,900",other,82,3,Petrol,yes,2012,640
BMW,"16,800",crossover,250,3,Diesel,yes,2004,X5
BMW,"23,999",crossover,194,3,Petrol,yes,2007,X5
BMW,"16,500",other,122,2.2,Petrol,yes,2005,520
BMW,"12,600",sedan,219,3.6,Petrol,yes,2002,735
BMW,"20,500",crossover,73,2,Petrol,yes,2011,X1
BMW,"37,000",sedan,130,3,Petrol,yes,2011,535
BMW,"14,900",vagon,221,2,Diesel,yes,2008,520
BMW,"45,000",sedan,110,NA,Other,yes,2012,535
BMW,"26,999",sedan,131,2,Diesel,yes,2011,520
BMW,"13,300",vagon,157,2,Diesel,yes,2007,520
BMW,"29,500",crossover,189,3,Diesel,yes,2009,X5
BMW,"39,000",crossover,180,3,Diesel,yes,2011,X5
BMW,"10,700",sedan,243,3,Diesel,yes,2002,530
BMW,"31,500",crossover,130,3,Diesel,yes,2010,X5
BMW,"33,700",crossover,134,4.4,Petrol,yes,2009,X6
BMW,"20,999",crossover,170,4.8,Petrol,yes,2008,X5
BMW,"20,500",other,114,NA,Other,yes,2008,325
BMW,"36,400",crossover,80,3,Petrol,yes,2011,X5
BMW,"22,700",crossover,216,4.8,Petrol,yes,2007,X5
BMW,"75,000",crossover,16,3,Diesel,yes,2015,X6
BMW,"3,350",vagon,295,2,Diesel,no,2002,320
BMW,"35,500",crossover,33,2,Diesel,yes,2014,X1
BMW,"34,900",crossover,117,3,Petrol,yes,2011,X5
BMW,"25,500",sedan,148,3,Diesel,yes,2007,535
BMW,"29,999",sedan,130,NA,Petrol,yes,2009,750
BMW,"41,500",vagon,42,2,Petrol,yes,2012,X3
BMW,"69,500",sedan,62,4.4,Petrol,yes,2013,750
BMW,"20,900",crossover,230,3,Diesel,yes,2006,X5
BMW,"60,500",sedan,110,3,Diesel,yes,2011,740
BMW,"22,900",other,25,3,Petrol,yes,2008,325
BMW,"3,099",sedan,230,3,Diesel,no,2003,530
BMW,"8,300",sedan,200,4.4,Petrol,yes,2001,740
BMW,"13,900",sedan,262,4,Diesel,yes,2003,740
BMW,"8,500",sedan,365,3,Diesel,yes,2001,530
BMW,"21,900",other,25,2.5,Petrol,yes,2007,325
BMW,"24,000",crossover,108,2,Diesel,yes,2012,X1
BMW,"77,777",sedan,8,4.4,Petrol,yes,2014,750
BMW,"7,200",sedan,270,3,Diesel,no,2004,530
BMW,"38,888",vagon,5,0.65,Other,yes,2015,I3
BMW,"8,899",sedan,170,2.2,Petrol,yes,2001,520
BMW,"34,400",crossover,37,2,Diesel,yes,2013,X1
BMW,"34,500",other,160,3,Diesel,yes,2011,X5
BMW,"14,600",sedan,116,2.5,Diesel,yes,2004,525
BMW,"4,300",sedan,200,2,Diesel,no,2002,320
BMW,"29,000",sedan,170,2,Diesel,yes,2011,520
BMW,"2,900",vagon,230,2,Diesel,no,2001,320
BMW,"10,800",sedan,246,3,Diesel,yes,2003,530
BMW,"10,900",sedan,245,3,Diesel,yes,2003,530
BMW,"49,000",sedan,58,4.4,Other,yes,2011,750
BMW,"46,000",sedan,5,2,Petrol,yes,2016,520
BMW,"37,000",sedan,95,4.4,Petrol,yes,2011,750
BMW,"47,000",other,5,2,Petrol,yes,2014,Z4
BMW,"31,800",sedan,115,3,Diesel,yes,2010,5 Series GT
BMW,"17,100",crossover,188,3,Diesel,yes,2004,X5
BMW,"15,000",sedan,137,2.2,Petrol,yes,2004,520
BMW,"41,000",crossover,80,3,Petrol,yes,2012,X6
BMW,"12,950",sedan,268,4,Diesel,yes,2004,740
BMW,"56,500",crossover,45,3,Diesel,yes,2014,X6
BMW,"52,000",crossover,7,2,Diesel,yes,2015,X1
BMW,"16,300",crossover,258,4.4,Petrol,yes,2005,X5
BMW,"17,500",sedan,102,2,Petrol,yes,2011,320
BMW,"16,500",crossover,230,3,Gas,yes,2004,X5
BMW,"15,000",vagon,245,3,Gas,yes,2006,530
BMW,"19,999",crossover,227,3,Diesel,yes,2006,X5
BMW,"28,500",crossover,160,4.8,Gas,yes,2008,X5
BMW,"69,999",crossover,1,2,Petrol,yes,2016,X5
BMW,"42,000",sedan,59,4.4,Petrol,yes,2009,750
BMW,"29,999",other,73,2,Petrol,yes,2012,320
BMW,"10,800",sedan,288,4.4,Gas,yes,2002,745
BMW,"7,000",sedan,280,3,Petrol,yes,2001,530
BMW,"1,700",sedan,200,2,Diesel,no,2003,320
BMW,"50,499",sedan,128,3,Diesel,yes,2013,730
BMW,"18,500",sedan,79,3,Diesel,no,2012,530
BMW,"12,000",sedan,237,3,Diesel,yes,2003,530
BMW,"19,990",sedan,1,2,Diesel,yes,2008,320
BMW,"3,500",sedan,185,2,Diesel,no,2002,320
BMW,"9,700",sedan,267,2,Diesel,yes,2002,320
BMW,"27,900",sedan,170,3,Petrol,yes,2011,530
